ID;Size;Model;y_obs;y_hat;Res
2;0.028;3;1.05194E-14;0.069019023;-0.069019023
2;0.0245;3;1.05194E-14;0.060302754;-0.060302754
2;0.0215;3;1.05194E-14;0.052842266;-0.052842266
2;0.0185;3;1.05194E-14;0.045393075;-0.045393075
2;0.016;3;1.05194E-14;0.039195409;-0.039195409
2;0.014;3;1.05194E-14;0.034244857;-0.034244857
2;0.012;3;1.05194E-14;0.029302113;-0.029302113
2;0.0105;3;1.05194E-14;0.025600967;-0.025600967
3;170.2295;3;100;99.0285795;0.9714205
3;148.2635;3;99.75;98.22231135;1.527688652
3;129.132;3;98.96;96.9933747;1.966625296
3;112.4695;3;97.7;95.25170104;2.44829896
3;97.957;3;95.79;92.93490161;2.85509839
3;85.317;3;93.2;90.01851284;3.181487163
3;74.308;3;89.9;86.51961838;3.380381618
3;64.7195;3;85.95;82.49381599;3.456184006
3;56.3685;3;81.43;78.02753447;3.402465535
3;49.095;3;76.47;73.22693718;3.243062816
3;42.76;3;71.22;68.20733995;3.012660052
3;37.2425;3;65.84;63.08326426;2.756735744
3;32.437;3;60.48;57.96059023;2.51940977
3;28.2515;3;55.25;52.93133263;2.318667374
3;24.606;3;50.25;48.07115795;2.178842052
3;21.431;3;45.54;43.4387367;2.101263304
3;18.6655;3;41.15;39.07542488;2.074575123
3;16.257;3;37.09;35.00863558;2.081364415
3;14.1595;3;33.35;31.25251705;2.097482953
3;12.3325;3;29.92;27.80987703;2.110122971
3;10.741;3;26.77;24.6758228;2.094177195
3;9.355;3;23.89;21.84034639;2.049653609
3;8.148;3;21.25;19.28832921;1.961670787
3;7.0965;3;18.83;17.00091435;1.829085651
3;6.1805;3;16.61;14.95874029;1.651259708
3;5.383;3;14.57;13.14276419;1.42723581
3;4.6885;3;12.7;11.53231959;1.167680408
3;4.0835;3;10.97;10.10735163;0.862648372
3;3.5565;3;9.37;8.849396506;0.520603494
3;3.0975;3;7.88;7.741174787;0.138825213
3;2.698;3;6.5;6.767187331;-0.267187331
3;2.35;3;5.22;5.911730735;-0.691730735
3;2.0465;3;4.05;5.160443831;-1.110443831
3;1.7825;3;3;4.503094873;-1.503094873
3;1.5525;3;2.09;3.927598089;-1.837598089
3;1.352;3;1.33;3.423879745;-2.093879745
3;1.1775;3;0.74;2.984025154;-2.244025154
3;1.0255;3;0.32;2.599857831;-2.279857831
3;0.8935;3;0.09;2.265530256;-2.175530256
3;0.778;3;0.01;1.972512998;-1.962512998
3;0.6775;3;0.01;1.717237277;-1.707237277
3;0.5905;3;0.01;1.496062633;-1.486062633
3;0.5145;3;0.01;1.302747975;-1.292747975
3;0.448;3;0.01;1.133552231;-1.123552231
3;0.39;3;0.01;0.985978747;-0.975978747
3;0.3395;3;0.01;0.857511267;-0.847511267
3;0.2955;3;0.01;0.745619879;-0.735619879
3;0.2575;3;0.01;0.649036641;-0.639036641
3;0.2245;3;0.01;0.56521645;-0.55521645
3;0.1955;3;0.01;0.491613152;-0.481613152
3;0.17;3;0.01;0.426950198;-0.416950198
3;0.148;3;0.01;0.371216997;-0.361216997
3;0.129;3;0.01;0.323134126;-0.313134126
3;0.1125;3;0.01;0.281424154;-0.271424154
3;0.098;3;0.01;0.244812716;-0.234812716
3;0.085;3;0.01;0.212029437;-0.202029437
3;0.074;3;0.01;0.184325587;-0.174325587
3;0.0645;3;0.01;0.160430836;-0.150430836
3;0.056;3;0.01;0.139080274;-0.129080274
3;0.049;3;0.01;0.121521496;-0.111521496
3;0.043;3;0.01;0.106491233;-0.096491233
3;0.0375;3;0.01;0.0927324;-0.0827324
3;0.0325;3;0.01;0.080242579;-0.070242579
3;0.028;3;0.01;0.069019023;-0.059019023
3;0.0245;3;0.01;0.060302754;-0.050302754
3;0.0215;3;0.01;0.052842266;-0.042842266
3;0.0185;3;0.01;0.045393075;-0.035393075
3;0.016;3;0.01;0.039195409;-0.029195409
3;0.014;3;0.01;0.034244857;-0.024244857
3;0.012;3;0.01;0.029302113;-0.019302113
3;0.0105;3;0.01;0.025600967;-0.015600967
4;170.2295;3;100;99.0285795;0.9714205
4;148.2635;3;99.69;98.22231135;1.467688652
4;129.132;3;98.78;96.9933747;1.786625296
4;112.4695;3;97.38;95.25170104;2.12829896
4;97.957;3;95.31;92.93490161;2.37509839
4;85.317;3;92.55;90.01851284;2.531487163
4;74.308;3;89.1;86.51961838;2.580381618
4;64.7195;3;85.02;82.49381599;2.526184006
4;56.3685;3;80.41;78.02753447;2.382465535
4;49.095;3;75.41;73.22693718;2.183062816
4;42.76;3;70.17;68.20733995;1.962660052
4;37.2425;3;64.85;63.08326426;1.766735744
4;32.437;3;59.58;57.96059023;1.61940977
4;28.2515;3;54.48;52.93133263;1.548667374
4;24.606;3;49.63;48.07115795;1.558842052
4;21.431;3;45.07;43.4387367;1.631263304
4;18.6655;3;40.82;39.07542488;1.744575123
4;16.257;3;36.88;35.00863558;1.871364415
4;14.1595;3;33.23;31.25251705;1.977482953
4;12.3325;3;29.86;27.80987703;2.050122971
4;10.741;3;26.75;24.6758228;2.074177195
4;9.355;3;23.89;21.84034639;2.049653609
4;8.148;3;21.26;19.28832921;1.971670787
4;7.0965;3;18.84;17.00091435;1.839085651
4;6.1805;3;16.62;14.95874029;1.661259708
4;5.383;3;14.58;13.14276419;1.43723581
4;4.6885;3;12.71;11.53231959;1.177680408
4;4.0835;3;10.98;10.10735163;0.872648372
4;3.5565;3;9.38;8.849396506;0.530603494
4;3.0975;3;7.89;7.741174787;0.148825213
4;2.698;3;6.51;6.767187331;-0.257187331
4;2.35;3;5.23;5.911730735;-0.681730735
4;2.0465;3;4.06;5.160443831;-1.100443831
4;1.7825;3;3.01;4.503094873;-1.493094873
4;1.5525;3;2.1;3.927598089;-1.827598089
4;1.352;3;1.34;3.423879745;-2.083879745
4;1.1775;3;0.75;2.984025154;-2.234025154
4;1.0255;3;0.33;2.599857831;-2.269857831
4;0.8935;3;0.1;2.265530256;-2.165530256
4;0.778;3;0.02;1.972512998;-1.952512998
4;0.6775;3;0.02;1.717237277;-1.697237277
4;0.5905;3;0.02;1.496062633;-1.476062633
4;0.5145;3;0.02;1.302747975;-1.282747975
4;0.448;3;0.02;1.133552231;-1.113552231
4;0.39;3;0.02;0.985978747;-0.965978747
4;0.3395;3;0.02;0.857511267;-0.837511267
4;0.2955;3;0.02;0.745619879;-0.725619879
4;0.2575;3;0.02;0.649036641;-0.629036641
4;0.2245;3;0.02;0.56521645;-0.54521645
4;0.1955;3;0.02;0.491613152;-0.471613152
4;0.17;3;0.02;0.426950198;-0.406950198
4;0.148;3;0.02;0.371216997;-0.351216997
4;0.129;3;0.02;0.323134126;-0.303134126
4;0.1125;3;0.02;0.281424154;-0.261424154
4;0.098;3;0.02;0.244812716;-0.224812716
4;0.085;3;0.02;0.212029437;-0.192029437
4;0.074;3;0.02;0.184325587;-0.164325587
4;0.0645;3;0.02;0.160430836;-0.140430836
4;0.056;3;0.02;0.139080274;-0.119080274
4;0.049;3;0.02;0.121521496;-0.101521496
4;0.043;3;0.02;0.106491233;-0.086491233
4;0.0375;3;0.02;0.0927324;-0.0727324
4;0.0325;3;0.02;0.080242579;-0.060242579
4;0.028;3;0.02;0.069019023;-0.049019023
4;0.0245;3;0.02;0.060302754;-0.040302754
4;0.0215;3;0.02;0.052842266;-0.032842266
4;0.0185;3;0.02;0.045393075;-0.025393075
4;0.016;3;0.02;0.039195409;-0.019195409
4;0.014;3;0.02;0.034244857;-0.014244857
4;0.012;3;0.02;0.029302113;-0.009302113
4;0.0105;3;0.02;0.025600967;-0.005600967
5;224.4065;3;100;99.78195653;0.218043475
5;195.45;3;99.82;99.51515708;0.304842916
5;170.2295;3;99.26;99.0285795;0.2314205
5;148.2635;3;98.2;98.22231135;-0.022311348
5;129.132;3;96.49;96.9933747;-0.503374704
5;112.4695;3;94.06;95.25170104;-1.19170104
5;97.957;3;90.87;92.93490161;-2.06490161
5;85.317;3;86.97;90.01851284;-3.048512837
5;74.308;3;82.46;86.51961838;-4.059618382
5;64.7195;3;77.49;82.49381599;-5.003815994
5;56.3685;3;72.22;78.02753447;-5.807534465
5;49.095;3;66.84;73.22693718;-6.386937184
5;42.76;3;61.5;68.20733995;-6.707339948
5;37.2425;3;56.33;63.08326426;-6.753264256
5;32.437;3;51.41;57.96059023;-6.55059023
5;28.2515;3;46.81;52.93133263;-6.121332626
5;24.606;3;42.54;48.07115795;-5.531157948
5;21.431;3;38.6;43.4387367;-4.838736696
5;18.6655;3;34.97;39.07542488;-4.105424877
5;16.257;3;31.62;35.00863558;-3.388635585
5;14.1595;3;28.53;31.25251705;-2.722517047
5;12.3325;3;25.68;27.80987703;-2.129877029
5;10.741;3;23.04;24.6758228;-1.635822805
5;9.355;3;20.61;21.84034639;-1.230346391
5;8.148;3;18.37;19.28832921;-0.918329213
5;7.0965;3;16.3;17.00091435;-0.700914349
5;6.1805;3;14.4;14.95874029;-0.558740292
5;5.383;3;12.65;13.14276419;-0.49276419
5;4.6885;3;11.04;11.53231959;-0.492319592
5;4.0835;3;9.55;10.10735163;-0.557351628
5;3.5565;3;8.17;8.849396506;-0.679396506
5;3.0975;3;6.89;7.741174787;-0.851174787
5;2.698;3;5.69;6.767187331;-1.077187331
5;2.35;3;4.58;5.911730735;-1.331730735
5;2.0465;3;3.56;5.160443831;-1.600443831
5;1.7825;3;2.65;4.503094873;-1.853094873
5;1.5525;3;1.85;3.927598089;-2.077598089
5;1.352;3;1.18;3.423879745;-2.243879745
5;1.1775;3;0.66;2.984025154;-2.324025154
5;1.0255;3;0.28;2.599857831;-2.319857831
5;0.8935;3;0.07;2.265530256;-2.195530256
6;195.45;3;100;99.51515708;0.484842916
6;170.2295;3;99.59;99.0285795;0.5614205
6;148.2635;3;98.55;98.22231135;0.327688652
6;129.132;3;96.93;96.9933747;-0.063374704
6;112.4695;3;94.57;95.25170104;-0.68170104
6;97.957;3;91.46;92.93490161;-1.47490161
6;85.317;3;87.63;90.01851284;-2.388512837
6;74.308;3;83.17;86.51961838;-3.349618382
6;64.7195;3;78.24;82.49381599;-4.253815994
6;56.3685;3;73.01;78.02753447;-5.017534465
6;49.095;3;67.64;73.22693718;-5.586937184
6;42.76;3;62.3;68.20733995;-5.907339948
6;37.2425;3;57.11;63.08326426;-5.973264256
6;32.437;3;52.16;57.96059023;-5.80059023
6;28.2515;3;47.51;52.93133263;-5.421332626
6;24.606;3;43.18;48.07115795;-4.891157948
6;21.431;3;39.17;43.4387367;-4.268736696
6;18.6655;3;35.46;39.07542488;-3.615424877
6;16.257;3;32.04;35.00863558;-2.968635585
6;14.1595;3;28.88;31.25251705;-2.372517047
6;12.3325;3;25.96;27.80987703;-1.849877029
6;10.741;3;23.26;24.6758228;-1.415822805
6;9.355;3;20.77;21.84034639;-1.070346391
6;8.148;3;18.48;19.28832921;-0.808329213
6;7.0965;3;16.37;17.00091435;-0.630914349
6;6.1805;3;14.43;14.95874029;-0.528740292
6;5.383;3;12.65;13.14276419;-0.49276419
6;4.6885;3;11.02;11.53231959;-0.512319592
6;4.0835;3;9.52;10.10735163;-0.587351628
6;3.5565;3;8.13;8.849396506;-0.719396506
6;3.0975;3;6.84;7.741174787;-0.901174787
6;2.698;3;5.64;6.767187331;-1.127187331
6;2.35;3;4.53;5.911730735;-1.381730735
6;2.0465;3;3.52;5.160443831;-1.640443831
6;1.7825;3;2.62;4.503094873;-1.883094873
6;1.5525;3;1.83;3.927598089;-2.097598089
6;1.352;3;1.17;3.423879745;-2.253879745
6;1.1775;3;0.66;2.984025154;-2.324025154
6;1.0255;3;0.29;2.599857831;-2.309857831
6;0.8935;3;0.09;2.265530256;-2.175530256
6;0.778;3;0.02;1.972512998;-1.952512998
6;0.6775;3;0.02;1.717237277;-1.697237277
6;0.5905;3;0.02;1.496062633;-1.476062633
6;0.5145;3;0.02;1.302747975;-1.282747975
6;0.448;3;0.02;1.133552231;-1.113552231
6;0.39;3;0.02;0.985978747;-0.965978747
6;0.3395;3;0.02;0.857511267;-0.837511267
6;0.2955;3;0.02;0.745619879;-0.725619879
6;0.2575;3;0.02;0.649036641;-0.629036641
6;0.2245;3;0.02;0.56521645;-0.54521645
6;0.1955;3;0.02;0.491613152;-0.471613152
6;0.17;3;0.02;0.426950198;-0.406950198
6;0.148;3;0.02;0.371216997;-0.351216997
6;0.129;3;0.02;0.323134126;-0.303134126
6;0.1125;3;0.02;0.281424154;-0.261424154
6;0.098;3;0.02;0.244812716;-0.224812716
6;0.085;3;0.02;0.212029437;-0.192029437
6;0.074;3;0.02;0.184325587;-0.164325587
6;0.0645;3;0.02;0.160430836;-0.140430836
6;0.056;3;0.02;0.139080274;-0.119080274
6;0.049;3;0.02;0.121521496;-0.101521496
6;0.043;3;0.02;0.106491233;-0.086491233
6;0.0375;3;0.02;0.0927324;-0.0727324
6;0.0325;3;0.02;0.080242579;-0.060242579
6;0.028;3;0.02;0.069019023;-0.049019023
6;0.0245;3;0.02;0.060302754;-0.040302754
6;0.0215;3;0.02;0.052842266;-0.032842266
6;0.0185;3;0.02;0.045393075;-0.025393075
6;0.016;3;0.02;0.039195409;-0.019195409
6;0.014;3;0.02;0.034244857;-0.014244857
6;0.012;3;0.02;0.029302113;-0.009302113
6;0.0105;3;0.02;0.025600967;-0.005600967
7;257.653;3;100;99.91301555;0.08698445
7;224.4065;3;99.87;99.78195653;0.088043475
7;195.45;3;99.52;99.51515708;0.004842916
7;170.2295;3;98.78;99.0285795;-0.2485795
7;148.2635;3;97.53;98.22231135;-0.692311348
7;129.132;3;95.63;96.9933747;-1.363374704
7;112.4695;3;93.02;95.25170104;-2.23170104
7;97.957;3;89.68;92.93490161;-3.25490161
7;85.317;3;85.67;90.01851284;-4.348512837
7;74.308;3;81.1;86.51961838;-5.419618382
7;64.7195;3;76.13;82.49381599;-6.363815994
7;56.3685;3;70.92;78.02753447;-7.107534465
7;49.095;3;65.64;73.22693718;-7.586937184
7;42.76;3;60.42;68.20733995;-7.787339948
7;37.2425;3;55.37;63.08326426;-7.713264256
7;32.437;3;50.57;57.96059023;-7.39059023
7;28.2515;3;46.05;52.93133263;-6.881332626
7;24.606;3;41.83;48.07115795;-6.241157948
7;21.431;3;37.91;43.4387367;-5.528736696
7;18.6655;3;34.27;39.07542488;-4.805424877
7;16.257;3;30.89;35.00863558;-4.118635585
7;14.1595;3;27.76;31.25251705;-3.492517047
7;12.3325;3;24.88;27.80987703;-2.929877029
7;10.741;3;22.22;24.6758228;-2.455822805
7;9.355;3;19.78;21.84034639;-2.060346391
7;8.148;3;17.55;19.28832921;-1.738329213
7;7.0965;3;15.52;17.00091435;-1.480914349
7;6.1805;3;13.67;14.95874029;-1.288740292
7;5.383;3;11.99;13.14276419;-1.15276419
7;4.6885;3;10.45;11.53231959;-1.082319592
7;4.0835;3;9.04;10.10735163;-1.067351628
7;3.5565;3;7.74;8.849396506;-1.109396506
7;3.0975;3;6.54;7.741174787;-1.201174787
7;2.698;3;5.42;6.767187331;-1.347187331
7;2.35;3;4.38;5.911730735;-1.531730735
7;2.0465;3;3.42;5.160443831;-1.740443831
7;1.7825;3;2.56;4.503094873;-1.943094873
7;1.5525;3;1.81;3.927598089;-2.117598089
7;1.352;3;1.17;3.423879745;-2.253879745
7;1.1775;3;0.67;2.984025154;-2.314025154
7;1.0255;3;0.3;2.599857831;-2.299857831
7;0.8935;3;0.1;2.265530256;-2.165530256
7;0.778;3;0.02;1.972512998;-1.952512998
7;0.6775;3;0.02;1.717237277;-1.697237277
7;0.5905;3;0.02;1.496062633;-1.476062633
7;0.5145;3;0.02;1.302747975;-1.282747975
7;0.448;3;0.02;1.133552231;-1.113552231
7;0.39;3;0.02;0.985978747;-0.965978747
7;0.3395;3;0.02;0.857511267;-0.837511267
7;0.2955;3;0.02;0.745619879;-0.725619879
7;0.2575;3;0.02;0.649036641;-0.629036641
7;0.2245;3;0.02;0.56521645;-0.54521645
7;0.1955;3;0.02;0.491613152;-0.471613152
7;0.17;3;0.02;0.426950198;-0.406950198
7;0.148;3;0.02;0.371216997;-0.351216997
7;0.129;3;0.02;0.323134126;-0.303134126
7;0.1125;3;0.02;0.281424154;-0.261424154
7;0.098;3;0.02;0.244812716;-0.224812716
7;0.085;3;0.02;0.212029437;-0.192029437
7;0.074;3;0.02;0.184325587;-0.164325587
7;0.0645;3;0.02;0.160430836;-0.140430836
7;0.056;3;0.02;0.139080274;-0.119080274
7;0.049;3;0.02;0.121521496;-0.101521496
7;0.043;3;0.02;0.106491233;-0.086491233
7;0.0375;3;0.02;0.0927324;-0.0727324
7;0.0325;3;0.02;0.080242579;-0.060242579
7;0.028;3;0.02;0.069019023;-0.049019023
7;0.0245;3;0.02;0.060302754;-0.040302754
7;0.0215;3;0.02;0.052842266;-0.032842266
7;0.0185;3;0.02;0.045393075;-0.025393075
7;0.016;3;0.02;0.039195409;-0.019195409
7;0.014;3;0.02;0.034244857;-0.014244857
7;0.012;3;0.02;0.029302113;-0.009302113
7;0.0105;3;0.02;0.025600967;-0.005600967
8;257.653;3;100;99.91301555;0.08698445
8;224.4065;3;99.88;99.78195653;0.098043475
8;195.45;3;99.5;99.51515708;-0.015157084
8;170.2295;3;98.68;99.0285795;-0.3485795
8;148.2635;3;97.3;98.22231135;-0.922311348
8;129.132;3;95.23;96.9933747;-1.763374704
8;112.4695;3;92.42;95.25170104;-2.83170104
8;97.957;3;88.86;92.93490161;-4.07490161
8;85.317;3;84.63;90.01851284;-5.388512837
8;74.308;3;79.86;86.51961838;-6.659618382
8;64.7195;3;74.71;82.49381599;-7.783815994
8;56.3685;3;69.36;78.02753447;-8.667534465
8;49.095;3;63.97;73.22693718;-9.256937184
8;42.76;3;58.68;68.20733995;-9.527339948
8;37.2425;3;53.6;63.08326426;-9.483264256
8;32.437;3;48.8;57.96059023;-9.16059023
8;28.2515;3;44.32;52.93133263;-8.611332626
8;24.606;3;40.16;48.07115795;-7.911157948
8;21.431;3;36.32;43.4387367;-7.118736696
8;18.6655;3;32.79;39.07542488;-6.285424877
8;16.257;3;29.54;35.00863558;-5.468635585
8;14.1595;3;26.55;31.25251705;-4.702517047
8;12.3325;3;23.8;27.80987703;-4.009877029
8;10.741;3;21.28;24.6758228;-3.395822805
8;9.355;3;18.97;21.84034639;-2.870346391
8;8.148;3;16.86;19.28832921;-2.428329213
8;7.0965;3;14.93;17.00091435;-2.070914349
8;6.1805;3;13.17;14.95874029;-1.788740292
8;5.383;3;11.57;13.14276419;-1.57276419
8;4.6885;3;10.1;11.53231959;-1.432319592
8;4.0835;3;8.75;10.10735163;-1.357351628
8;3.5565;3;7.5;8.849396506;-1.349396506
8;3.0975;3;6.33;7.741174787;-1.411174787
8;2.698;3;5.24;6.767187331;-1.527187331
8;2.35;3;4.22;5.911730735;-1.691730735
8;2.0465;3;3.28;5.160443831;-1.880443831
8;1.7825;3;2.43;4.503094873;-2.073094873
8;1.5525;3;1.69;3.927598089;-2.237598089
8;1.352;3;1.08;3.423879745;-2.343879745
8;1.1775;3;0.61;2.984025154;-2.374025154
8;1.0255;3;0.27;2.599857831;-2.329857831
8;0.8935;3;0.1;2.265530256;-2.165530256
8;0.778;3;0.04;1.972512998;-1.932512998
8;0.6775;3;0.04;1.717237277;-1.677237277
8;0.5905;3;0.04;1.496062633;-1.456062633
8;0.5145;3;0.04;1.302747975;-1.262747975
8;0.448;3;0.04;1.133552231;-1.093552231
8;0.39;3;0.04;0.985978747;-0.945978747
8;0.3395;3;0.04;0.857511267;-0.817511267
8;0.2955;3;0.04;0.745619879;-0.705619879
8;0.2575;3;0.04;0.649036641;-0.609036641
8;0.2245;3;0.04;0.56521645;-0.52521645
8;0.1955;3;0.04;0.491613152;-0.451613152
8;0.17;3;0.04;0.426950198;-0.386950198
8;0.148;3;0.04;0.371216997;-0.331216997
8;0.129;3;0.04;0.323134126;-0.283134126
8;0.1125;3;0.04;0.281424154;-0.241424154
8;0.098;3;0.04;0.244812716;-0.204812716
8;0.085;3;0.04;0.212029437;-0.172029437
8;0.074;3;0.04;0.184325587;-0.144325587
8;0.0645;3;0.04;0.160430836;-0.120430836
8;0.056;3;0.04;0.139080274;-0.099080274
8;0.049;3;0.04;0.121521496;-0.081521496
8;0.043;3;0.04;0.106491233;-0.066491233
8;0.0375;3;0.04;0.0927324;-0.0527324
8;0.0325;3;0.04;0.080242579;-0.040242579
8;0.028;3;0.04;0.069019023;-0.029019023
8;0.0245;3;0.04;0.060302754;-0.020302754
8;0.0215;3;0.04;0.052842266;-0.012842266
8;0.0185;3;0.04;0.045393075;-0.005393075
8;0.016;3;0.04;0.039195409;0.000804591
8;0.014;3;0.04;0.034244857;0.005755143
8;0.012;3;0.04;0.029302113;0.010697887
8;0.0105;3;0.04;0.025600967;0.014399033
